id_hogar,id_persona,peso_persona,region,grado_urbanizacion,anio_nacimiento,edad,sexo,pais_nacimiento,nacionalidad,situacion_actividad,situacion_profesional,horas_semana,jornada,tipo_contrato,personal_a_cargo,anios_experiencia,meses_desempleo_ref,meses_desempleo_5anios,ocupacion_isco08,sector_cnae,nivel_estudios,estado_salud,enfermedad_cronica,limitacion_actividad,necesito_medico_no_fue,renta_neta_salarial,renta_no_monetaria_salarial,renta_neta_hogar,renta_hogar_indicadores,unidades_consumo,num_miembros_hogar,tipo_hogar,hogar_riesgo_pobreza,hogar_carencia_material,retrasos_hipoteca_alquiler,retrasos_facturas,retrasos_deudas_no_vivienda,capacidad_gastos_imprevistos,capacidad_fin_de_mes,puede_vacaciones,puede_proteina_2dias,tiene_ordenador,tiene_coche,carga_prestamos_no_vivienda,puede_sustituir_muebles,puede_calefaccion_invierno,tipo_vivienda,regimen_tenencia,num_habitaciones,importe_alquiler,gastos_vivienda,cuota_hipoteca,cambio_ingresos_12m,motivo_aumento_ingresos,motivo_disminucion_ingresos,expectativa_ingresos_12m,carga_asistencia_medica,carga_asistencia_dental,carga_medicamentos,baja_intensidad_laboral_2020,arope_2020,carencia_material_social_severa,arope_2030
3050,305001,1736.17057,ES30,Zona muy poblada,1980,44,Mujer,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,18.0,0.0,0.0,54.0,Administración pública/defensa,Secundaria 1ª etapa,Bueno,No,No limitado,,41022.3,0.0,42220.7,42220.7,1.0,1,Una persona: mujer 30-64 años,No,No,No,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,302.64,370.0,Se mantienen,,,Mantenerse,Ninguna carga,,Ninguna carga,No,No,No,No
3053,305301,1981.62911,ES30,Zona muy poblada,1978,46,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,23.0,0.0,0.0,42.0,Actividades profesionales/científicas,Post-secundaria no superior,Bueno,Sí,No limitado,No,26375.6,0.0,50447.7,50447.7,1.5,2,2 adultos ≥65 sin niños,No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,No (otras razones),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,7.0,,291.97,,Han disminuido,,Cambio empleo,Mantenerse,Ninguna carga,,Ninguna carga,No,No,No,No
3054,305401,1117.29837,ES30,Zona muy poblada,1968,56,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,45.0,0.0,0.0,51.0,Hostelería,Primaria incompleta,Bueno,No,No limitado,No,15615.6,0.0,16918.7,16918.7,1.0,1,Una persona: mujer 30-64 años,No,No,,No,,No (no puede),Con cierta facilidad,Sí,Sí,No (no puede permitírselo),No (no puede permitírselo),,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,262.7,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3055,305501,986.34989,ES30,Zona muy poblada,1965,59,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,31.0,0.0,0.0,25.0,Información/comunicaciones,Post-secundaria no superior,Bueno,No,No limitado,,31853.2,256.9,64123.1,64123.1,1.5,2,2 adultos ≥65 sin niños,No,No,,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,290.31,,Han aumentado,Prestaciones sociales,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
3057,305701,1114.39658,ES30,Zona muy poblada,1983,41,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,18.0,0.0,0.0,35.0,Actividades artísticas/recreativas,Post-secundaria no superior,Bueno,No,No limitado,No,25898.0,0.0,51514.3,51514.3,2.1,4,"2 adultos, 2 niños",No,No,No,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,7.0,,516.47,553.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3057,305702,1112.97434,ES30,Zona muy poblada,1986,38,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,13.0,0.0,0.0,33.0,Actividades profesionales/científicas,Post-secundaria no superior,Bueno,No,No limitado,No,23466.9,0.0,51514.3,51514.3,2.1,4,"2 adultos, 2 niños",No,No,No,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,7.0,,516.47,553.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3058,305801,804.70275,ES30,Zona muy poblada,1965,59,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,35.0,0.0,0.0,33.0,Industria manufacturera,Post-secundaria no superior,Regular,Sí,Limitado pero no gravemente,No,58241.6,11501.9,96737.1,96737.1,2.0,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,356.83,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3058,305802,803.20483,ES30,Zona muy poblada,1965,59,Mujer,UE,España,Trabajando,Asalariado,30.0,Tiempo completo,Indefinido escrito,No,38.0,0.0,0.0,41.0,Actividades financieras/seguros,Post-secundaria no superior,Bueno,No,No limitado,No,22050.1,316.7,96737.1,96737.1,2.0,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,356.83,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3060,306002,1702.33536,ES30,Zona muy poblada,1971,53,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,35.0,0.0,0.0,52.0,Comercio/reparación vehículos,Primaria,Bueno,Sí,Limitado pero no gravemente,No,24276.1,0.0,39309.5,39309.5,2.5,4,"2 adultos, 2 niños",No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,414.35,,Se mantienen,,,Mantenerse,Una carga razonable,,Una carga pesada,No,No,No,No
3062,306201,957.1142,ES30,Zona muy poblada,1979,45,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,25.0,0.0,0.0,33.0,Comercio/reparación vehículos,Primaria,Bueno,No,No limitado,No,18499.9,340.5,67211.6,67211.6,1.8,3,"2 adultos, 1 niño",No,No,No,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,371.35,420.0,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3062,306202,963.82543,ES30,Zona muy poblada,1979,45,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,25.0,0.0,0.0,12.0,Actividades profesionales/científicas,Post-secundaria no superior,Regular,Sí,Limitado pero no gravemente,No,46267.2,0.0,67211.6,67211.6,1.8,3,"2 adultos, 1 niño",No,No,No,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,371.35,420.0,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3063,306301,930.971,ES30,Zona muy poblada,1975,49,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,30.0,0.0,2.0,83.0,Transporte/almacenamiento,Primaria,Bueno,No,No limitado,,21875.4,0.0,33890.5,33890.5,2.0,3,Otros sin niños,No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,294.35,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
3063,306303,955.11949,ES30,Zona muy poblada,2005,19,Mujer,España,España,Trabajando,Asalariado,18.0,Tiempo parcial,Indefinido escrito,No,0.0,0.0,,52.0,Comercio/reparación vehículos,Primaria,Muy bueno,No,No limitado,,5273.7,0.0,33890.5,33890.5,2.0,3,Otros sin niños,No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,294.35,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
3064,306401,988.22687,ES30,Zona muy poblada,1973,51,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,32.0,0.0,0.0,83.0,Transporte/almacenamiento,Secundaria 1ª etapa,Muy bueno,No,No limitado,No,36013.7,124.2,38450.31,38450.31,2.0,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,No (no puede permitírselo),No,Adosada/pareada,Propiedad sin hipoteca,7.0,,295.27,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No
3065,306501,1143.76218,ES30,Zona muy poblada,1980,44,Mujer,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,21.0,0.0,0.0,52.0,Comercio/reparación vehículos,Primaria incompleta,Muy bueno,No,No limitado,,14907.4,0.0,43017.6,43017.6,3.0,5,Otros con niños,No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Adosada/pareada,Propiedad sin hipoteca,5.0,,275.28,,Se mantienen,,,Mantenerse,Una carga razonable,Ninguna carga,Ninguna carga,No,No,No,No
3066,306601,659.34902,ES30,Zona muy poblada,1974,50,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,27.0,0.0,0.0,43.0,Actividades inmobiliarias,Primaria,Regular,Sí,,No,33082.7,344.3,58650.6,58650.6,2.0,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,362.39,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3066,306602,662.74382,ES30,Zona muy poblada,1977,47,Mujer,España,España,Trabajando,Asalariado,,Tiempo completo,Indefinido escrito,No,20.0,0.0,6.0,41.0,Administración pública/defensa,Post-secundaria no superior,Bueno,Sí,,No,22922.7,0.0,58650.6,58650.6,2.0,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,362.39,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3068,306801,872.36118,ES30,Zona muy poblada,1975,49,Hombre,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,No,26.0,0.0,0.0,32.0,Sanidad/servicios sociales,Secundaria 1ª etapa,Regular,Sí,Limitado pero no gravemente,No,24352.8,0.0,25012.2,25012.2,1.0,1,Una persona: hombre 30-64 años,No,No,"Sí, dos o más veces",No,"Sí, dos o más veces",No (no puede),Con mucha dificultad,Sí,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Alquiler precio mercado,2.0,850.0,1019.66,,Se mantienen,,,Mantenerse,Ninguna carga,Una carga pesada,Una carga razonable,No,No,No,No
3070,307001,585.65523,ES30,Zona muy poblada,1974,50,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,33.0,0.0,0.0,51.0,Hostelería,Post-secundaria no superior,Bueno,No,No limitado,,19701.3,0.0,31341.7,31341.7,1.5,2,2 adultos <65 sin niños,No,No,No,No,,No (no puede),Con cierta dificultad,No,Sí,Sí,Sí,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,675.1,600.0,Se mantienen,,,Mantenerse,,,,No,No,No,No
3070,307002,586.19327,ES30,Zona muy poblada,2002,22,Hombre,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,No,1.0,0.0,24.0,52.0,Comercio/reparación vehículos,Post-secundaria no superior,Bueno,No,No limitado,,11910.0,51.7,31341.7,31341.7,1.5,2,2 adultos <65 sin niños,No,No,No,No,,No (no puede),Con cierta dificultad,No,Sí,Sí,Sí,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,675.1,600.0,Se mantienen,,,Mantenerse,,,,No,No,No,No
3075,307503,1452.90955,ES30,Zona muy poblada,1994,30,Mujer,España,España,Trabajando,Asalariado,20.0,Tiempo parcial,Indefinido escrito,No,3.0,0.0,0.0,52.0,Comercio/reparación vehículos,Secundaria 1ª etapa con título,Muy bueno,No,No limitado,No,7905.3,0.0,31091.9,31091.9,2.0,3,Otros sin niños,No,No,,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,No (otras razones),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,325.18,,Han aumentado,Otros,,Mantenerse,Ninguna carga,,Una carga razonable,No,No,No,No
3077,307702,724.08341,ES30,Zona muy poblada,1978,46,Mujer,España,España,Trabajando,Asalariado,20.0,Tiempo parcial,Indefinido escrito,No,24.0,0.0,0.0,52.0,Comercio/reparación vehículos,Primaria,Bueno,No,No limitado,No,7944.4,55.6,52613.1,52613.1,1.8,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con facilidad,Sí,Sí,No (no puede permitírselo),Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,331.85,,Se mantienen,,,,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
3078,307802,1504.5253,ES30,Zona muy poblada,1989,35,Mujer,Extranjero no UE,España,Trabajando,Asalariado,42.0,Tiempo completo,Indefinido escrito,No,17.0,0.0,0.0,32.0,Sanidad/servicios sociales,Secundaria 1ª etapa,Bueno,No,No limitado,No,8698.6,0.0,32809.1,32809.1,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,457.62,355.0,Han disminuido,,Pérdida empleo,,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3079,307901,1153.83017,ES30,Zona muy poblada,1980,44,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,23.0,0.0,0.0,35.0,Información/comunicaciones,Post-secundaria no superior,Bueno,No,No limitado,,34347.3,0.0,68284.5,68284.5,1.5,2,2 adultos <65 sin niños,No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,470.98,500.0,Se mantienen,,,Mantenerse,Ninguna carga,,,No,No,No,No
3079,307902,1155.68724,ES30,Zona muy poblada,1978,46,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,24.0,0.0,0.0,71.0,Comercio/reparación vehículos,Secundaria 1ª etapa con título,Bueno,No,No limitado,,32187.4,44.9,68284.5,68284.5,1.5,2,2 adultos <65 sin niños,No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,470.98,500.0,Se mantienen,,,Mantenerse,Ninguna carga,,,No,No,No,No
3080,308001,638.71051,ES30,Zona muy poblada,1980,44,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,29.0,0.0,0.0,83.0,Transporte/almacenamiento,Primaria,Bueno,No,No limitado,No,32427.1,0.0,51244.2,51244.2,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga pesada,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,688.47,770.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3080,308002,637.89536,ES30,Zona muy poblada,1980,44,Mujer,España,España,Trabajando,Asalariado,30.0,Tiempo parcial,Indefinido escrito,Sí,22.0,0.0,0.0,33.0,Comercio/reparación vehículos,Secundaria 1ª etapa,Bueno,No,No limitado,No,15869.7,0.0,51244.2,51244.2,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga pesada,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,688.47,770.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3082,308201,529.11531,ES30,Zona muy poblada,1974,50,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,26.0,0.0,0.0,24.0,Actividades financieras/seguros,Post-secundaria no superior,Bueno,No,No limitado,No,15855.5,0.0,30429.6,30429.6,1.8,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,310.72,,Han aumentado,Revalorización salario,,Mejorar,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3082,308202,532.10911,ES30,Zona muy poblada,1974,50,Mujer,España,España,Trabajando,Asalariado,32.0,Tiempo parcial,Indefinido escrito,No,22.0,0.0,0.0,41.0,Actividades financieras/seguros,Post-secundaria no superior,Bueno,No,No limitado,No,13622.2,60.4,30429.6,30429.6,1.8,3,"2 adultos, 1 niño",No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,310.72,,Han aumentado,Revalorización salario,,Mejorar,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3083,308302,1922.86812,ES30,Zona muy poblada,1968,56,Mujer,Extranjero no UE,España,Trabajando,Asalariado,30.0,Tiempo parcial,Indefinido escrito,No,15.0,6.0,4.0,91.0,Hostelería,Secundaria 1ª etapa,Regular,No,No limitado,No,9473.9,353.0,60939.5,60939.5,3.0,5,Otros sin niños,No,No,No,"Sí, dos o más veces","Sí, una vez",Sí,Con cierta dificultad,Sí,Sí,No,No (no puede permitírselo),Ninguna carga,Sí,Sí,Piso <10 viviendas,Alquiler precio mercado,3.0,650.0,916.29,,Se mantienen,,,Mejorar,Ninguna carga,,Ninguna carga,No,No,No,No
3083,308303,2054.93701,ES30,Zona muy poblada,1993,31,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,7.0,0.0,2.0,51.0,Hostelería,Primaria,Bueno,No,No limitado,No,17059.3,651.9,60939.5,60939.5,3.0,5,Otros sin niños,No,No,No,"Sí, dos o más veces","Sí, una vez",Sí,Con cierta dificultad,Sí,Sí,No,No (no puede permitírselo),Ninguna carga,Sí,Sí,Piso <10 viviendas,Alquiler precio mercado,3.0,650.0,916.29,,Se mantienen,,,Mejorar,Ninguna carga,,Ninguna carga,No,No,No,No
3083,308305,2054.93701,ES30,Zona muy poblada,1990,34,Hombre,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,17.0,2.0,2.0,74.0,Industria manufacturera,Primaria,Regular,No,No limitado,,16404.9,0.0,60939.5,60939.5,3.0,5,Otros sin niños,No,No,No,"Sí, dos o más veces","Sí, una vez",Sí,Con cierta dificultad,Sí,Sí,No,No (no puede permitírselo),Ninguna carga,Sí,Sí,Piso <10 viviendas,Alquiler precio mercado,3.0,650.0,916.29,,Se mantienen,,,Mejorar,Ninguna carga,,Ninguna carga,No,No,No,No
3085,308501,2295.75802,ES30,Zona muy poblada,1981,43,Hombre,UE,UE,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,12.0,0.0,0.0,71.0,Construcción,Secundaria 1ª etapa,Regular,Sí,No limitado,No,19352.8,0.0,36338.67,36338.67,1.8,3,"2 adultos, 1 niño",No,No,No,No,,No (no puede),Con cierta dificultad,Sí,Sí,No,Sí,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Alquiler precio mercado,3.0,693.5,873.64,,Se mantienen,,,Mantenerse,Ninguna carga,,Una carga razonable,No,No,No,No
3085,308502,2292.82807,ES30,Zona muy poblada,1983,41,Mujer,UE,UE,Trabajando,Asalariado,20.0,Tiempo parcial,Indefinido escrito,No,11.0,0.0,0.0,91.0,Hogares como empleadores,Secundaria 1ª etapa,Regular,No,No limitado,No,17992.27,0.0,36338.67,36338.67,1.8,3,"2 adultos, 1 niño",No,No,No,No,,No (no puede),Con cierta dificultad,Sí,Sí,No,Sí,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Alquiler precio mercado,3.0,693.5,873.64,,Se mantienen,,,Mantenerse,Ninguna carga,,Una carga razonable,No,No,No,No
3088,308801,806.40826,ES30,Zona muy poblada,1971,53,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,31.0,0.0,24.0,96.0,Agua/saneamiento,Primaria,Bueno,No,No limitado,No,15073.8,0.0,22463.3,22463.3,1.5,2,2 adultos <65 sin niños,No,No,,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,No (otras razones),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,206.14,,Se mantienen,,,Mantenerse,Una carga razonable,Ninguna carga,Ninguna carga,No,No,No,No
3095,309501,984.90011,ES30,Zona muy poblada,1980,44,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,25.0,0.0,3.0,33.0,Comercio/reparación vehículos,Post-secundaria no superior,Bueno,No,No limitado,,20530.0,0.0,35218.4,35218.4,1.8,3,"2 adultos, 1 niño",No,Sí,No,"Sí, dos o más veces",,No (no puede),Con dificultad,No,Sí,Sí,No,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,438.82,,Se mantienen,,,Mantenerse,Ninguna carga,,Ninguna carga,No,Sí,Sí,Sí
3095,309502,983.64314,ES30,Zona muy poblada,1980,44,Mujer,España,España,Trabajando,Asalariado,36.0,Tiempo parcial,Indefinido escrito,Sí,25.0,0.0,0.0,43.0,Comercio/reparación vehículos,Secundaria 1ª etapa con título,Regular,Sí,,No,14917.5,37.5,35218.4,35218.4,1.8,3,"2 adultos, 1 niño",No,Sí,No,"Sí, dos o más veces",,No (no puede),Con dificultad,No,Sí,Sí,No,,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,438.82,,Se mantienen,,,Mantenerse,Ninguna carga,,Ninguna carga,No,Sí,Sí,Sí
3096,309601,2364.75798,ES30,Zona muy poblada,1995,29,Mujer,Extranjero no UE,España,Trabajando,Asalariado,,Tiempo parcial,Temporal escrito,No,5.0,3.0,3.0,53.0,Educación,Secundaria 1ª etapa,Regular,Sí,Limitado pero no gravemente,No,3268.4,0.0,35040.7,35040.7,1.5,2,2 adultos <65 sin niños,No,No,No,No,,No (no puede),Con cierta dificultad,Sí,No,Sí,Sí,,No (otras razones),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,550.0,681.02,,Se mantienen,,,Empeorar,Una carga pesada,Una carga pesada,Una carga pesada,No,No,No,No
3096,309602,2474.19804,ES30,Zona muy poblada,1994,30,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,9.0,0.0,0.0,35.0,Información/comunicaciones,Post-secundaria no superior,Bueno,No,No limitado,No,29571.2,189.7,35040.7,35040.7,1.5,2,2 adultos <65 sin niños,No,No,No,No,,No (no puede),Con cierta dificultad,Sí,No,Sí,Sí,,No (otras razones),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,550.0,681.02,,Se mantienen,,,Empeorar,Una carga pesada,Una carga pesada,Una carga pesada,No,No,No,No
3097,309701,1287.45867,ES30,Zona muy poblada,1979,45,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,24.0,0.0,0.0,81.0,Industria manufacturera,Secundaria 1ª etapa,Regular,Sí,No limitado,No,18125.7,0.0,30125.2,30125.2,1.5,2,2 adultos ≥65 sin niños,No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,No (no puede permitírselo),No,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,244.79,,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
3098,309801,653.42065,ES30,Zona muy poblada,1980,44,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,18.0,7.0,16.0,52.0,Comercio/reparación vehículos,Primaria,Bueno,Sí,No limitado,,8408.8,88.3,19015.0,19015.0,1.3,2,1 adulto con niños,No,No,,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,No (no puede permitírselo),,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,5.0,,295.52,,Han disminuido,,Reducción horas/salario,Mejorar,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
3100,310001,1023.03823,ES30,Zona muy poblada,1982,42,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,22.0,0.0,0.0,35.0,Información/comunicaciones,Post-secundaria no superior,Regular,Sí,No limitado,No,25807.0,0.0,61113.9,61113.9,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga razonable,No (otras razones),Sí,Piso <10 viviendas,Propiedad con hipoteca,3.0,,673.64,849.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
